Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,US_Tariff_Rate,US_EV_Subsidy,EV_Share,Oil_Price,Interest_Rate
2014-05-31,GM,Commercial_Vehicles,China,12236,47988.25,0.0186,700.12,0.025,7500,0.0926,86.97,0.0203
2014-05-31,GM,Electric_Vehicles,North_America,3395,44582.6,0.0188,731.26,0.025,7500,0.0926,68.3,0.0108
2014-05-31,GM,Electric_Vehicles,Europe,5235,42331.06,0.019,701.91,0.025,7500,0.0926,81.52,0.018
2014-05-31,GM,Electric_Vehicles,Asia_Pacific,6380,44484.23,0.0099,660.74,0.025,7500,0.0926,84.13,0.0218
2014-05-31,GM,Electric_Vehicles,China,5666,43386.71,0.0181,671.07,0.025,7500,0.0926,67.42,0.0106
2014-06-30,Toyota,Passenger_Cars,North_America,35570,29296.64,0.013,761.71,0.025,7500,0.0926,88.03,0.021
2014-06-30,Toyota,Passenger_Cars,Europe,37656,29929.91,0.0113,696.19,0.025,7500,0.0926,92.7,0.0152
2014-06-30,Toyota,Passenger_Cars,Asia_Pacific,51281,29281.5,0.0127,672.4,0.025,7500,0.0926,97.7,0.0167
2014-06-30,Toyota,Passenger_Cars,China,58791,28937.01,0.0201,729.14,0.025,7500,0.0926,96.37,0.0143
2014-06-30,Toyota,Commercial_Vehicles,North_America,10229,55795.42,0.0161,680.07,0.025,7500,0.0926,98.59,0.0215
2014-06-30,Toyota,Commercial_Vehicles,Europe,11812,53385.61,0.012,729.3,0.025,7500,0.0926,79.48,0.0205
2014-06-30,Toyota,Commercial_Vehicles,Asia_Pacific,13565,52834.15,0.0184,667.91,0.025,7500,0.0926,92.43,0.0098
2014-06-30,Toyota,Commercial_Vehicles,China,16571,53044.0,0.0179,728.78,0.025,7500,0.0926,90.65,0.0136
2014-06-30,Toyota,Electric_Vehicles,North_America,4850,50000.21,0.0084,693.62,0.025,7500,0.0926,102.08,0.0131
2014-06-30,Toyota,Electric_Vehicles,Europe,5605,46048.22,0.0115,792.87,0.025,7500,0.0926,92.2,0.0191
2014-06-30,Toyota,Electric_Vehicles,Asia_Pacific,6899,45428.7,0.0098,722.58,0.025,7500,0.0926,78.74,0.0157
2014-06-30,Toyota,Electric_Vehicles,China,7381,47853.56,0.0125,701.17,0.025,7500,0.0926,93.52,0.0171
2014-06-30,Volkswagen,Passenger_Cars,North_America,31229,32458.93,0.0207,714.68,0.025,7500,0.0926,92.23,0.0144
2014-06-30,Volkswagen,Passenger_Cars,Europe,36762,31781.38,0.0115,694.93,0.025,7500,0.0926,80.2,0.0119
2014-06-30,Volkswagen,Passenger_Cars,Asia_Pacific,46350,32083.62,0.0098,701.61,0.025,7500,0.0926,98.56,0.012
2014-06-30,Volkswagen,Passenger_Cars,China,49162,29486.44,0.02,640.19,0.025,7500,0.0926,80.52,0.0139
2014-06-30,Volkswagen,Commercial_Vehicles,North_America,7435,58254.28,0.0124,690.63,0.025,7500,0.0926,89.78,0.0202
2014-06-30,Volkswagen,Commercial_Vehicles,Europe,9333,54910.97,0.0122,672.42,0.025,7500,0.0926,84.46,0.0178
2014-06-30,Volkswagen,Commercial_Vehicles,Asia_Pacific,11287,55337.5,0.0148,684.99,0.025,7500,0.0926,89.57,0.0174
2014-06-30,Volkswagen,Commercial_Vehicles,China,13133,53591.77,0.0104,715.13,0.025,7500,0.0926,71.5,0.0186
2014-06-30,Volkswagen,Electric_Vehicles,North_America,4313,48545.54,0.0073,745.55,0.025,7500,0.0926,117.63,0.0242
2014-06-30,Volkswagen,Electric_Vehicles,Europe,5527,48512.8,0.0129,761.76,0.025,7500,0.0926,95.65,0.0111
2014-06-30,Volkswagen,Electric_Vehicles,Asia_Pacific,5448,50544.05,0.0059,699.23,0.025,7500,0.0926,82.29,0.0184
2014-06-30,Volkswagen,Electric_Vehicles,China,7321,46896.34,0.0137,704.47,0.025,7500,0.0926,96.49,0.0139
2014-06-30,Ford,Passenger_Cars,North_America,22129,29284.13,0.0101,697.78,0.025,7500,0.0926,89.12,0.0219
2014-06-30,Ford,Passenger_Cars,Europe,28496,26634.23,0.0121,735.32,0.025,7500,0.0926,92.59,0.0178
2014-06-30,Ford,Passenger_Cars,Asia_Pacific,27984,28377.92,0.0151,737.82,0.025,7500,0.0926,79.86,0.0086
2014-06-30,Ford,Passenger_Cars,China,43363,27974.87,0.0214,687.61,0.025,7500,0.0926,100.85,0.0117
2014-06-30,Ford,Commercial_Vehicles,North_America,7728,47768.93,0.0067,682.55,0.025,7500,0.0926,93.5,0.0188
2014-06-30,Ford,Commercial_Vehicles,Europe,9238,51801.51,0.0171,683.15,0.025,7500,0.0926,80.49,0.0145
2014-06-30,Ford,Commercial_Vehicles,Asia_Pacific,11446,48911.62,0.0194,771.28,0.025,7500,0.0926,93.32,0.0196
2014-06-30,Ford,Commercial_Vehicles,China,11279,48328.73,0.0184,711.77,0.025,7500,0.0926,95.9,0.0165
2014-06-30,Ford,Electric_Vehicles,North_America,3569,44837.26,0.0098,667.86,0.025,7500,0.0926,72.21,0.0129
2014-06-30,Ford,Electric_Vehicles,Europe,4185,42517.06,0.0122,689.58,0.025,7500,0.0926,102.55,0.0107
2014-06-30,Ford,Electric_Vehicles,Asia_Pacific,5718,43348.15,-0.0002,720.93,0.025,7500,0.0926,95.29,0.012
2014-06-30,Ford,Electric_Vehicles,China,6040,44730.15,0.012,714.41,0.025,7500,0.0926,91.63,0.0124
2014-06-30,Hyundai-Kia,Passenger_Cars,North_America,23569,25946.61,0.0148,746.43,0.025,7500,0.0926,84.95,0.0166
2014-06-30,Hyundai-Kia,Passenger_Cars,Europe,26755,23728.05,0.0175,687.0,0.025,7500,0.0926,105.72,0.0146
2014-06-30,Hyundai-Kia,Passenger_Cars,Asia_Pacific,31497,25177.35,0.0137,665.66,0.025,7500,0.0926,96.86,0.0192
2014-06-30,Hyundai-Kia,Passenger_Cars,China,37354,24114.51,0.0078,693.85,0.025,7500,0.0926,75.92,0.0109
2014-06-30,Hyundai-Kia,Commercial_Vehicles,North_America,7227,42704.86,0.0148,720.83,0.025,7500,0.0926,91.32,0.0206
2014-06-30,Hyundai-Kia,Commercial_Vehicles,Europe,7176,44020.38,-0.0014,743.9,0.025,7500,0.0926,94.97,0.0154
2014-06-30,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8993,45464.31,0.0142,710.78,0.025,7500,0.0926,82.94,0.0283
2014-06-30,Hyundai-Kia,Commercial_Vehicles,China,10329,42972.52,0.0109,755.42,0.025,7500,0.0926,93.32,0.0218
2014-06-30,Hyundai-Kia,Electric_Vehicles,North_America,3278,39930.17,0.0105,691.09,0.025,7500,0.0926,91.76,0.0082
2014-06-30,Hyundai-Kia,Electric_Vehicles,Europe,3627,38134.25,0.0129,685.23,0.025,7500,0.0926,82.27,0.0193
2014-06-30,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,3952,37122.8,0.0189,717.25,0.025,7500,0.0926,83.77,0.0229
2014-06-30,Hyundai-Kia,Electric_Vehicles,China,5738,37019.41,0.0202,697.2,0.025,7500,0.0926,98.38,0.0121
2014-06-30,Stellantis,Passenger_Cars,North_America,19992,28460.88,0.0141,708.39,0.025,7500,0.0926,87.57,0.0174
2014-06-30,Stellantis,Passenger_Cars,Europe,25034,27001.07,0.0131,712.46,0.025,7500,0.0926,85.74,0.0091
2014-06-30,Stellantis,Passenger_Cars,Asia_Pacific,28340,28974.2,0.0263,712.86,0.025,7500,0.0926,85.74,0.013
2014-06-30,Stellantis,Passenger_Cars,China,33574,27205.46,0.0192,735.43,0.025,7500,0.0926,98.24,0.0169
2014-06-30,Stellantis,Commercial_Vehicles,North_America,5290,50644.49,0.012,659.25,0.025,7500,0.0926,86.42,0.0136
2014-06-30,Stellantis,Commercial_Vehicles,Europe,7661,49642.11,0.0146,714.8,0.025,7500,0.0926,91.58,0.0069
2014-06-30,Stellantis,Commercial_Vehicles,Asia_Pacific,8405,48512.86,0.0142,719.87,0.025,7500,0.0926,82.06,0.0228
2014-06-30,Stellantis,Commercial_Vehicles,China,9873,48079.63,0.0126,674.79,0.025,7500,0.0926,83.99,0.0194
2014-06-30,Stellantis,Electric_Vehicles,North_America,2854,45173.66,0.0121,696.39,0.025,7500,0.0926,97.07,0.0135
2014-06-30,Stellantis,Electric_Vehicles,Europe,3651,45384.89,0.0149,702.68,0.025,7500,0.0926,75.33,0.0104
2014-06-30,Stellantis,Electric_Vehicles,Asia_Pacific,4601,47257.89,0.0085,696.59,0.025,7500,0.0926,99.02,0.015
2014-06-30,Stellantis,Electric_Vehicles,China,4787,44270.06,0.0231,704.34,0.025,7500,0.0926,101.32,0.0152
2014-06-30,GM,Passenger_Cars,North_America,27329,26868.48,0.0106,680.9,0.025,7500,0.0926,86.2,0.0214
2014-06-30,GM,Passenger_Cars,Europe,31200,26477.11,0.0142,680.41,0.025,7500,0.0926,76.45,0.0179
2014-06-30,GM,Passenger_Cars,Asia_Pacific,37430,27271.17,0.0181,694.41,0.025,7500,0.0926,101.28,0.0085
2014-06-30,GM,Passenger_Cars,China,40745,26031.58,0.0181,711.34,0.025,7500,0.0926,81.69,0.0113
2014-06-30,GM,Commercial_Vehicles,North_America,8725,47901.47,0.0116,704.69,0.025,7500,0.0926,77.4,0.013
2014-06-30,GM,Commercial_Vehicles,Europe,8654,49029.97,0.0236,704.64,0.025,7500,0.0926,92.16,0.0136
2014-06-30,GM,Commercial_Vehicles,Asia_Pacific,11870,45926.15,0.0149,694.66,0.025,7500,0.0926,76.73,0.0191
2014-06-30,GM,Commercial_Vehicles,China,11307,48767.45,0.0141,704.83,0.025,7500,0.0926,76.29,0.0162
2014-06-30,GM,Electric_Vehicles,North_America,3573,45653.41,0.0012,697.11,0.025,7500,0.0926,87.66,0.0175
2014-06-30,GM,Electric_Vehicles,Europe,3675,44233.19,0.0112,702.6,0.025,7500,0.0926,88.83,0.0248
2014-06-30,GM,Electric_Vehicles,Asia_Pacific,6073,43832.46,0.0096,759.55,0.025,7500,0.0926,84.99,0.0178
2014-06-30,GM,Electric_Vehicles,China,6329,42558.01,0.0094,707.68,0.025,7500,0.0926,81.54,0.0173
2014-07-31,Toyota,Passenger_Cars,North_America,29257,29247.82,0.0157,702.71,0.025,7500,0.0926,97.05,0.0221
2014-07-31,Toyota,Passenger_Cars,Europe,42740,29156.84,0.0107,668.65,0.025,7500,0.0926,83.01,0.013
2014-07-31,Toyota,Passenger_Cars,Asia_Pacific,45117,26916.66,0.0099,716.95,0.025,7500,0.0926,105.97,0.0169
2014-07-31,Toyota,Passenger_Cars,China,57679,31776.22,0.0157,672.5,0.025,7500,0.0926,90.99,0.01
2014-07-31,Toyota,Commercial_Vehicles,North_America,9294,52253.48,0.0049,683.98,0.025,7500,0.0926,82.95,0.0098
2014-07-31,Toyota,Commercial_Vehicles,Europe,11446,55693.98,0.0183,707.95,0.025,7500,0.0926,96.61,0.0176
2014-07-31,Toyota,Commercial_Vehicles,Asia_Pacific,11038,51711.51,0.0205,658.91,0.025,7500,0.0926,82.83,0.0067
2014-07-31,Toyota,Commercial_Vehicles,China,14743,55777.49,0.0134,677.03,0.025,7500,0.0926,98.85,0.0223
2014-07-31,Toyota,Electric_Vehicles,North_America,3986,45644.31,0.0159,677.93,0.025,7500,0.0926,85.8,0.0172
2014-07-31,Toyota,Electric_Vehicles,Europe,4997,46979.89,0.0088,690.53,0.025,7500,0.0926,97.96,0.0263
2014-07-31,Toyota,Electric_Vehicles,Asia_Pacific,7090,46157.08,0.0139,688.16,0.025,7500,0.0926,84.8,0.0182
2014-07-31,Toyota,Electric_Vehicles,China,7644,48783.2,0.0283,719.87,0.025,7500,0.0926,78.3,0.0178
2014-07-31,Volkswagen,Passenger_Cars,North_America,28865,30595.49,0.0152,677.54,0.025,7500,0.0926,94.88,0.0213
2014-07-31,Volkswagen,Passenger_Cars,Europe,31675,30665.9,0.0192,684.3,0.025,7500,0.0926,87.29,0.0176
2014-07-31,Volkswagen,Passenger_Cars,Asia_Pacific,40516,31076.58,0.0104,705.52,0.025,7500,0.0926,111.22,0.0128
2014-07-31,Volkswagen,Passenger_Cars,China,47972,30990.88,0.0114,757.53,0.025,7500,0.0926,87.81,0.0221
2014-07-31,Volkswagen,Commercial_Vehicles,North_America,8975,57229.61,0.014,726.99,0.025,7500,0.0926,95.23,0.0136
2014-07-31,Volkswagen,Commercial_Vehicles,Europe,10209,57941.75,0.0115,744.13,0.025,7500,0.0926,93.83,0.0167
2014-07-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,11875,59765.25,0.0181,697.6,0.025,7500,0.0926,91.02,0.0198
2014-07-31,Volkswagen,Commercial_Vehicles,China,14588,56201.07,0.0125,702.12,0.025,7500,0.0926,78.58,0.0114
2014-07-31,Volkswagen,Electric_Vehicles,North_America,4485,50186.11,0.015,720.52,0.025,7500,0.0926,96.6,0.023
2014-07-31,Volkswagen,Electric_Vehicles,Europe,5807,49305.93,0.0077,706.3,0.025,7500,0.0926,76.52,0.0184
2014-07-31,Volkswagen,Electric_Vehicles,Asia_Pacific,6172,50912.9,0.0196,714.11,0.025,7500,0.0926,82.62,0.0139
2014-07-31,Volkswagen,Electric_Vehicles,China,6991,48051.63,0.0149,626.15,0.025,7500,0.0926,76.51,0.0231
2014-07-31,Ford,Passenger_Cars,North_America,21048,27105.5,0.0126,689.41,0.025,7500,0.0926,109.16,0.0194
2014-07-31,Ford,Passenger_Cars,Europe,24747,27065.65,0.0083,690.86,0.025,7500,0.0926,78.45,0.0168
2014-07-31,Ford,Passenger_Cars,Asia_Pacific,34258,26211.43,0.0182,698.06,0.025,7500,0.0926,86.45,0.0117
2014-07-31,Ford,Passenger_Cars,China,40066,27190.28,0.0169,690.42,0.025,7500,0.0926,75.16,0.0023
2014-07-31,Ford,Commercial_Vehicles,North_America,7702,46040.77,0.0136,651.15,0.025,7500,0.0926,92.04,0.0106
2014-07-31,Ford,Commercial_Vehicles,Europe,8367,49102.69,0.0079,659.93,0.025,7500,0.0926,89.41,0.0182
2014-07-31,Ford,Commercial_Vehicles,Asia_Pacific,9284,48141.18,0.0089,702.77,0.025,7500,0.0926,101.3,0.0039
2014-07-31,Ford,Commercial_Vehicles,China,11277,49449.79,0.0238,694.96,0.025,7500,0.0926,76.42,0.0107
2014-07-31,Ford,Electric_Vehicles,North_America,3491,44607.13,0.0061,744.14,0.025,7500,0.0926,103.98,0.0186
2014-07-31,Ford,Electric_Vehicles,Europe,4460,42273.37,0.0247,704.27,0.025,7500,0.0926,87.81,0.0247
2014-07-31,Ford,Electric_Vehicles,Asia_Pacific,5264,41416.0,0.0129,671.52,0.025,7500,0.0926,85.01,0.0106
2014-07-31,Ford,Electric_Vehicles,China,5086,44724.05,0.009,691.78,0.025,7500,0.0926,98.61,0.0127
2014-07-31,Hyundai-Kia,Passenger_Cars,North_America,20745,22311.67,0.0239,675.09,0.025,7500,0.0926,84.75,0.0113
2014-07-31,Hyundai-Kia,Passenger_Cars,Europe,27356,22608.59,0.0071,695.08,0.025,7500,0.0926,88.69,0.0107
2014-07-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,25032,23788.18,0.0125,708.29,0.025,7500,0.0926,77.49,0.0185
2014-07-31,Hyundai-Kia,Passenger_Cars,China,30066,24340.03,0.0156,664.39,0.025,7500,0.0926,100.06,0.014
2014-07-31,Hyundai-Kia,Commercial_Vehicles,North_America,6209,42255.69,0.0145,678.59,0.025,7500,0.0926,91.42,0.0076
2014-07-31,Hyundai-Kia,Commercial_Vehicles,Europe,7967,42555.41,0.0093,683.71,0.025,7500,0.0926,105.53,0.0112
2014-07-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8573,44665.46,0.0119,694.72,0.025,7500,0.0926,105.87,0.0172
2014-07-31,Hyundai-Kia,Commercial_Vehicles,China,9804,40535.76,0.0052,657.44,0.025,7500,0.0926,97.69,0.018
2014-07-31,Hyundai-Kia,Electric_Vehicles,North_America,3419,40105.26,0.0182,727.98,0.025,7500,0.0926,83.1,0.0205
2014-07-31,Hyundai-Kia,Electric_Vehicles,Europe,4172,38744.75,0.0181,670.15,0.025,7500,0.0926,91.5,0.0079
2014-07-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,4110,39783.71,0.0108,707.55,0.025,7500,0.0926,103.68,0.0061
2014-07-31,Hyundai-Kia,Electric_Vehicles,China,5392,37415.23,0.0114,714.65,0.025,7500,0.0926,85.44,0.0
2014-07-31,Stellantis,Passenger_Cars,North_America,18336,29381.19,0.0035,667.42,0.025,7500,0.0926,90.31,0.012
2014-07-31,Stellantis,Passenger_Cars,Europe,23516,29394.27,0.0173,717.38,0.025,7500,0.0926,112.0,0.0133
2014-07-31,Stellantis,Passenger_Cars,Asia_Pacific,27169,28207.52,0.0127,663.39,0.025,7500,0.0926,91.64,0.011
2014-07-31,Stellantis,Passenger_Cars,China,35490,28564.55,0.0192,708.73,0.025,7500,0.0926,79.71,0.0131
2014-07-31,Stellantis,Commercial_Vehicles,North_America,5944,52627.42,0.0153,721.13,0.025,7500,0.0926,89.41,0.0127
2014-07-31,Stellantis,Commercial_Vehicles,Europe,6478,51355.54,0.0097,661.62,0.025,7500,0.0926,94.01,0.0163
2014-07-31,Stellantis,Commercial_Vehicles,Asia_Pacific,8896,51092.95,0.0091,709.26,0.025,7500,0.0926,85.37,0.0118
2014-07-31,Stellantis,Commercial_Vehicles,China,9967,52840.82,0.0168,710.64,0.025,7500,0.0926,112.11,0.0236
2014-07-31,Stellantis,Electric_Vehicles,North_America,3086,47298.03,0.0108,729.76,0.025,7500,0.0926,92.05,0.0144
2014-07-31,Stellantis,Electric_Vehicles,Europe,3360,44440.81,0.0081,723.87,0.025,7500,0.0926,82.29,0.0194
2014-07-31,Stellantis,Electric_Vehicles,Asia_Pacific,4079,47596.08,0.0165,698.33,0.025,7500,0.0926,86.42,0.0169
2014-07-31,Stellantis,Electric_Vehicles,China,4773,46383.59,0.0179,650.54,0.025,7500,0.0926,91.94,0.0125
2014-07-31,GM,Passenger_Cars,North_America,25526,25488.87,0.0128,719.2,0.025,7500,0.0926,84.9,0.0229
2014-07-31,GM,Passenger_Cars,Europe,26970,26914.72,0.0121,677.33,0.025,7500,0.0926,92.67,0.0112
2014-07-31,GM,Passenger_Cars,Asia_Pacific,30349,26577.71,0.0161,731.19,0.025,7500,0.0926,96.35,0.0085
2014-07-31,GM,Passenger_Cars,China,42744,26564.48,0.0117,711.38,0.025,7500,0.0926,82.89,0.02
2014-07-31,GM,Commercial_Vehicles,North_America,6417,49399.15,0.0146,701.37,0.025,7500,0.0926,82.82,0.0101
2014-07-31,GM,Commercial_Vehicles,Europe,9023,46745.56,0.0232,739.62,0.025,7500,0.0926,100.09,0.024
2014-07-31,GM,Commercial_Vehicles,Asia_Pacific,9804,48083.04,0.0113,632.29,0.025,7500,0.0926,85.7,0.0143
2014-07-31,GM,Commercial_Vehicles,China,12195,48931.29,0.0142,765.91,0.025,7500,0.0926,57.28,0.0119
2014-07-31,GM,Electric_Vehicles,North_America,3013,44064.97,0.0198,723.36,0.025,7500,0.0926,100.02,0.0197
2014-07-31,GM,Electric_Vehicles,Europe,4054,43237.28,0.0102,703.65,0.025,7500,0.0926,97.22,0.0211
2014-07-31,GM,Electric_Vehicles,Asia_Pacific,4707,46247.55,0.015,733.04,0.025,7500,0.0926,89.98,0.0177
2014-07-31,GM,Electric_Vehicles,China,6130,41595.96,0.0104,695.34,0.025,7500,0.0926,88.91,0.0093
2014-08-31,Toyota,Passenger_Cars,North_America,27877,31209.81,0.0069,686.74,0.025,7500,0.0926,100.8,0.0175
2014-08-31,Toyota,Passenger_Cars,Europe,30517,29536.96,0.0146,714.41,0.025,7500,0.0926,62.4,0.0175
2014-08-31,Toyota,Passenger_Cars,Asia_Pacific,44150,31492.54,0.0165,664.38,0.025,7500,0.0926,80.36,0.0106
2014-08-31,Toyota,Passenger_Cars,China,52533,29839.83,0.0076,688.09,0.025,7500,0.0926,80.62,0.0174
2014-08-31,Toyota,Commercial_Vehicles,North_America,9353,56101.59,0.0092,707.92,0.025,7500,0.0926,79.86,0.0158
2014-08-31,Toyota,Commercial_Vehicles,Europe,11557,50914.35,0.009,714.45,0.025,7500,0.0926,95.08,0.0118
2014-08-31,Toyota,Commercial_Vehicles,Asia_Pacific,11610,55401.46,0.0162,719.23,0.025,7500,0.0926,88.98,0.0136
2014-08-31,Toyota,Commercial_Vehicles,China,12596,56456.22,0.0168,707.84,0.025,7500,0.0926,93.71,0.0112
2014-08-31,Toyota,Electric_Vehicles,North_America,4149,46779.91,0.0079,674.47,0.025,7500,0.0926,85.15,0.0261
2014-08-31,Toyota,Electric_Vehicles,Europe,5524,44632.27,0.0154,645.66,0.025,7500,0.0926,96.79,0.0134
2014-08-31,Toyota,Electric_Vehicles,Asia_Pacific,6126,44969.14,0.0151,697.95,0.025,7500,0.0926,106.58,0.0205
2014-08-31,Toyota,Electric_Vehicles,China,7769,47756.08,0.0122,674.77,0.025,7500,0.0926,86.8,0.0188
2014-08-31,Volkswagen,Passenger_Cars,North_America,23351,32832.3,0.0153,669.56,0.025,7500,0.0926,65.66,0.0109
2014-08-31,Volkswagen,Passenger_Cars,Europe,32128,30029.05,0.0134,630.38,0.025,7500,0.0926,97.0,0.0169
2014-08-31,Volkswagen,Passenger_Cars,Asia_Pacific,40608,30888.18,0.0203,688.83,0.025,7500,0.0926,87.05,0.0209
2014-08-31,Volkswagen,Passenger_Cars,China,36994,31609.32,0.0173,677.78,0.025,7500,0.0926,86.65,0.0178
2014-08-31,Volkswagen,Commercial_Vehicles,North_America,8996,53200.98,0.024,698.59,0.025,7500,0.0926,87.76,0.0164
2014-08-31,Volkswagen,Commercial_Vehicles,Europe,10367,55663.53,0.0132,654.65,0.025,7500,0.0926,71.98,0.0172
2014-08-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,10865,56736.89,0.0062,720.11,0.025,7500,0.0926,95.74,0.012
2014-08-31,Volkswagen,Commercial_Vehicles,China,12380,55334.31,0.0157,675.84,0.025,7500,0.0926,98.98,0.025
2014-08-31,Volkswagen,Electric_Vehicles,North_America,4205,49399.98,0.0094,678.39,0.025,7500,0.0926,66.34,0.0135
2014-08-31,Volkswagen,Electric_Vehicles,Europe,4903,49118.34,0.0089,689.74,0.025,7500,0.0926,83.94,0.0202
2014-08-31,Volkswagen,Electric_Vehicles,Asia_Pacific,6378,50523.35,0.0101,685.3,0.025,7500,0.0926,91.23,0.01
2014-08-31,Volkswagen,Electric_Vehicles,China,5619,50048.58,0.0131,710.2,0.025,7500,0.0926,86.02,0.0172
2014-08-31,Ford,Passenger_Cars,North_America,19386,28278.16,0.0102,669.94,0.025,7500,0.0926,78.66,0.015
2014-08-31,Ford,Passenger_Cars,Europe,29240,26813.26,0.0186,659.25,0.025,7500,0.0926,98.12,0.0139
2014-08-31,Ford,Passenger_Cars,Asia_Pacific,36111,27288.41,0.019,742.26,0.025,7500,0.0926,90.26,0.0185
2014-08-31,Ford,Passenger_Cars,China,36173,26734.44,0.0069,655.91,0.025,7500,0.0926,97.81,0.0096
2014-08-31,Ford,Commercial_Vehicles,North_America,6919,52023.26,0.007,748.51,0.025,7500,0.0926,96.52,0.0145
2014-08-31,Ford,Commercial_Vehicles,Europe,8543,46069.85,0.0112,720.58,0.025,7500,0.0926,96.93,0.0139
2014-08-31,Ford,Commercial_Vehicles,Asia_Pacific,9872,48286.6,0.009,703.89,0.025,7500,0.0926,101.92,0.0161
2014-08-31,Ford,Commercial_Vehicles,China,10740,49607.95,0.0092,656.05,0.025,7500,0.0926,94.9,0.0194
2014-08-31,Ford,Electric_Vehicles,North_America,3838,40096.55,0.0142,696.25,0.025,7500,0.0926,92.76,0.0218
2014-08-31,Ford,Electric_Vehicles,Europe,4081,44348.25,0.0084,677.52,0.025,7500,0.0926,87.06,0.0045
2014-08-31,Ford,Electric_Vehicles,Asia_Pacific,4897,43711.72,0.0145,655.06,0.025,7500,0.0926,91.53,0.004
2014-08-31,Ford,Electric_Vehicles,China,5413,43825.67,0.0097,708.28,0.025,7500,0.0926,97.75,0.0078
2014-08-31,Hyundai-Kia,Passenger_Cars,North_America,19412,24684.27,0.0131,726.09,0.025,7500,0.0926,75.31,0.0138
2014-08-31,Hyundai-Kia,Passenger_Cars,Europe,24096,23857.71,0.0101,664.33,0.025,7500,0.0926,109.2,0.0234
2014-08-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,27604,24126.58,0.0232,692.75,0.025,7500,0.0926,84.59,0.0068
2014-08-31,Hyundai-Kia,Passenger_Cars,China,33395,23909.65,0.0146,744.82,0.025,7500,0.0926,77.6,0.019
2014-08-31,Hyundai-Kia,Commercial_Vehicles,North_America,6480,40662.86,0.0113,619.45,0.025,7500,0.0926,93.75,0.0092
2014-08-31,Hyundai-Kia,Commercial_Vehicles,Europe,7097,43714.63,0.0208,672.26,0.025,7500,0.0926,73.49,0.016
2014-08-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,9079,42846.86,0.0166,694.49,0.025,7500,0.0926,96.28,0.0112
2014-08-31,Hyundai-Kia,Commercial_Vehicles,China,10231,43389.4,0.0099,676.58,0.025,7500,0.0926,90.38,0.0171
2014-08-31,Hyundai-Kia,Electric_Vehicles,North_America,3067,38219.88,0.0167,673.55,0.025,7500,0.0926,89.95,0.0141
2014-08-31,Hyundai-Kia,Electric_Vehicles,Europe,3255,39472.32,0.0181,634.85,0.025,7500,0.0926,80.33,0.0168
2014-08-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,3987,39713.59,0.0185,723.42,0.025,7500,0.0926,104.34,0.0244
2014-08-31,Hyundai-Kia,Electric_Vehicles,China,5128,38710.7,0.0161,715.39,0.025,7500,0.0926,78.05,0.0099
2014-08-31,Stellantis,Passenger_Cars,North_America,20143,26042.81,0.0068,659.47,0.025,7500,0.0926,82.06,0.0079
2014-08-31,Stellantis,Passenger_Cars,Europe,23436,28541.3,0.0041,686.71,0.025,7500,0.0926,77.98,0.0133
2014-08-31,Stellantis,Passenger_Cars,Asia_Pacific,27268,27498.99,0.0129,696.67,0.025,7500,0.0926,81.29,0.0059
2014-08-31,Stellantis,Passenger_Cars,China,28090,29066.5,0.0078,661.81,0.025,7500,0.0926,87.54,0.0097
2014-08-31,Stellantis,Commercial_Vehicles,North_America,6385,51015.24,0.0142,675.05,0.025,7500,0.0926,105.51,0.0213
2014-08-31,Stellantis,Commercial_Vehicles,Europe,6991,49121.97,0.0104,642.62,0.025,7500,0.0926,83.18,0.0123
2014-08-31,Stellantis,Commercial_Vehicles,Asia_Pacific,8324,51836.27,0.0156,711.8,0.025,7500,0.0926,79.7,0.0055
2014-08-31,Stellantis,Commercial_Vehicles,China,8824,50543.28,0.0193,654.15,0.025,7500,0.0926,85.77,0.0157
2014-08-31,Stellantis,Electric_Vehicles,North_America,2597,47657.88,0.013,643.42,0.025,7500,0.0926,84.27,0.0105
2014-08-31,Stellantis,Electric_Vehicles,Europe,3581,44602.63,0.0067,686.6,0.025,7500,0.0926,80.96,0.0112
2014-08-31,Stellantis,Electric_Vehicles,Asia_Pacific,3834,45085.85,0.0168,706.78,0.025,7500,0.0926,86.59,0.0178
2014-08-31,Stellantis,Electric_Vehicles,China,4726,45896.48,0.0119,676.52,0.025,7500,0.0926,96.82,0.016
2014-08-31,GM,Passenger_Cars,North_America,23145,28245.75,0.0185,655.18,0.025,7500,0.0926,81.77,0.0171
2014-08-31,GM,Passenger_Cars,Europe,29465,26128.12,0.0158,689.68,0.025,7500,0.0926,81.26,0.0095
2014-08-31,GM,Passenger_Cars,Asia_Pacific,33950,26645.42,0.012,673.22,0.025,7500,0.0926,91.0,0.0093
