Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,Oil_Price,Interest_Rate,US_Tariff_Rate,US_EV_Subsidy,EV_Share
2013-02-28,Volkswagen,Commercial_Vehicles,China,14375,52382.11,0.008,687.49,69.25,0.0248,0.025,7500,0.073
2013-02-28,Volkswagen,Electric_Vehicles,North_America,3208,49232.12,0.0109,741.37,50.5,0.0397,0.025,7500,0.073
2013-02-28,Volkswagen,Electric_Vehicles,Europe,4566,50086.83,0.0204,679.86,73.77,0.0423,0.025,7500,0.073
2013-02-28,Volkswagen,Electric_Vehicles,Asia_Pacific,5052,48911.69,0.0066,717.97,74.79,0.0334,0.025,7500,0.073
2013-02-28,Volkswagen,Electric_Vehicles,China,5465,50606.34,0.0139,702.23,77.38,0.0348,0.025,7500,0.073
2013-02-28,Ford,Passenger_Cars,North_America,20439,25940.99,0.0153,722.75,52.14,0.0337,0.025,7500,0.073
2013-02-28,Ford,Passenger_Cars,Europe,27896,27482.21,0.0097,694.52,63.56,0.0355,0.025,7500,0.073
2013-02-28,Ford,Passenger_Cars,Asia_Pacific,34256,26991.14,0.0235,663.04,66.48,0.0273,0.025,7500,0.073
2013-02-28,Ford,Passenger_Cars,China,46751,25999.31,0.0109,690.36,67.51,0.0301,0.025,7500,0.073
2013-02-28,Ford,Commercial_Vehicles,North_America,6509,48110.68,0.0237,705.96,71.48,0.0386,0.025,7500,0.073
2013-02-28,Ford,Commercial_Vehicles,Europe,8574,43564.27,0.0146,740.68,72.41,0.0435,0.025,7500,0.073
2013-02-28,Ford,Commercial_Vehicles,Asia_Pacific,10712,47092.04,0.0105,697.47,58.16,0.0328,0.025,7500,0.073
2013-02-28,Ford,Commercial_Vehicles,China,13431,47547.64,0.0142,705.62,32.7,0.0354,0.025,7500,0.073
2013-02-28,Ford,Electric_Vehicles,North_America,2958,40626.74,0.0122,704.95,56.16,0.0337,0.025,7500,0.073
2013-02-28,Ford,Electric_Vehicles,Europe,3058,43296.46,0.0163,663.34,52.18,0.0402,0.025,7500,0.073
2013-02-28,Ford,Electric_Vehicles,Asia_Pacific,3874,43366.4,0.0073,699.14,50.18,0.0399,0.025,7500,0.073
2013-02-28,Ford,Electric_Vehicles,China,4777,44271.92,0.017,726.64,53.03,0.0441,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Passenger_Cars,North_America,24650,24522.95,0.01,653.59,69.05,0.0341,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Passenger_Cars,Europe,24128,24818.08,0.0081,701.0,63.52,0.0432,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Passenger_Cars,Asia_Pacific,31584,24573.42,0.0161,748.7,68.68,0.0346,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Passenger_Cars,China,35607,24384.38,0.0203,688.0,49.28,0.0371,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Commercial_Vehicles,North_America,6899,44521.33,0.0115,699.86,66.94,0.034,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Commercial_Vehicles,Europe,6639,44539.21,0.012,707.59,73.66,0.0415,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,9513,45346.17,0.0251,718.56,66.05,0.0248,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Commercial_Vehicles,China,9928,44810.3,0.019,699.1,61.61,0.0344,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Electric_Vehicles,North_America,2902,38783.93,0.0165,719.63,68.54,0.0474,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Electric_Vehicles,Europe,3130,36808.25,0.0168,697.15,73.36,0.0336,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,3714,38643.62,0.0178,636.84,69.74,0.0378,0.025,7500,0.073
2013-02-28,Hyundai-Kia,Electric_Vehicles,China,3986,39360.86,0.0103,719.25,72.85,0.0428,0.025,7500,0.073
2013-02-28,Stellantis,Passenger_Cars,North_America,20471,27668.16,0.0197,699.53,47.14,0.0316,0.025,7500,0.073
2013-02-28,Stellantis,Passenger_Cars,Europe,24475,27163.74,0.0128,772.45,60.56,0.0416,0.025,7500,0.073
2013-02-28,Stellantis,Passenger_Cars,Asia_Pacific,29136,26343.26,0.0171,676.55,70.93,0.0396,0.025,7500,0.073
2013-02-28,Stellantis,Passenger_Cars,China,34090,27594.86,0.0235,728.97,90.74,0.0407,0.025,7500,0.073
2013-02-28,Stellantis,Commercial_Vehicles,North_America,5940,49967.38,0.0047,689.2,73.82,0.0457,0.025,7500,0.073
2013-02-28,Stellantis,Commercial_Vehicles,Europe,6812,52692.4,0.0128,758.27,58.65,0.0342,0.025,7500,0.073
2013-02-28,Stellantis,Commercial_Vehicles,Asia_Pacific,9289,51237.77,0.0151,680.38,75.82,0.0416,0.025,7500,0.073
2013-02-28,Stellantis,Commercial_Vehicles,China,9662,51633.84,0.0098,735.12,58.36,0.0366,0.025,7500,0.073
2013-02-28,Stellantis,Electric_Vehicles,North_America,2328,43687.56,0.0107,752.31,57.36,0.0381,0.025,7500,0.073
2013-02-28,Stellantis,Electric_Vehicles,Europe,3126,46878.94,0.0143,730.65,78.34,0.0353,0.025,7500,0.073
2013-02-28,Stellantis,Electric_Vehicles,Asia_Pacific,3572,47206.39,0.0143,651.58,73.38,0.0336,0.025,7500,0.073
2013-02-28,Stellantis,Electric_Vehicles,China,3570,45812.01,0.018,705.95,71.59,0.0371,0.025,7500,0.073
2013-02-28,GM,Passenger_Cars,North_America,25008,26132.95,0.003,722.4,63.82,0.0318,0.025,7500,0.073
2013-02-28,GM,Passenger_Cars,Europe,26238,27051.46,0.0152,695.21,78.0,0.05,0.025,7500,0.073
2013-02-28,GM,Passenger_Cars,Asia_Pacific,35613,26204.75,0.0119,716.78,66.23,0.0376,0.025,7500,0.073
2013-02-28,GM,Passenger_Cars,China,45392,26095.03,0.005,795.88,82.45,0.0374,0.025,7500,0.073
2013-02-28,GM,Commercial_Vehicles,North_America,8579,46030.91,0.0144,684.42,73.58,0.0394,0.025,7500,0.073
2013-02-28,GM,Commercial_Vehicles,Europe,8751,46619.84,0.0171,689.67,80.18,0.0345,0.025,7500,0.073
2013-02-28,GM,Commercial_Vehicles,Asia_Pacific,11218,49236.68,0.0236,720.1,64.55,0.0374,0.025,7500,0.073
2013-02-28,GM,Commercial_Vehicles,China,11300,46026.36,0.0151,770.74,61.85,0.042,0.025,7500,0.073
2013-02-28,GM,Electric_Vehicles,North_America,3111,41184.83,0.0264,705.28,66.94,0.0448,0.025,7500,0.073
2013-02-28,GM,Electric_Vehicles,Europe,4072,41217.99,0.015,702.14,65.38,0.0441,0.025,7500,0.073
2013-02-28,GM,Electric_Vehicles,Asia_Pacific,4359,44681.6,0.0128,671.29,76.98,0.0286,0.025,7500,0.073
2013-02-28,GM,Electric_Vehicles,China,4145,44207.5,0.015,710.61,68.93,0.0441,0.025,7500,0.073
2013-03-31,Toyota,Passenger_Cars,North_America,35325,29642.79,0.0152,719.89,66.44,0.0376,0.025,7500,0.073
2013-03-31,Toyota,Passenger_Cars,Europe,31754,28228.43,0.011,693.15,69.07,0.0323,0.025,7500,0.073
2013-03-31,Toyota,Passenger_Cars,Asia_Pacific,42275,28421.31,0.0036,716.82,65.73,0.0406,0.025,7500,0.073
2013-03-31,Toyota,Passenger_Cars,China,47724,29746.6,0.0041,728.64,61.76,0.031,0.025,7500,0.073
2013-03-31,Toyota,Commercial_Vehicles,North_America,11191,54838.09,0.0043,683.84,76.81,0.0432,0.025,7500,0.073
2013-03-31,Toyota,Commercial_Vehicles,Europe,12853,52432.52,0.0127,724.75,70.68,0.0318,0.025,7500,0.073
2013-03-31,Toyota,Commercial_Vehicles,Asia_Pacific,14508,53916.69,0.014,717.59,73.99,0.0458,0.025,7500,0.073
2013-03-31,Toyota,Commercial_Vehicles,China,14862,51057.4,0.0059,729.71,52.82,0.0368,0.025,7500,0.073
2013-03-31,Toyota,Electric_Vehicles,North_America,3541,45686.07,0.0133,738.59,64.25,0.0396,0.025,7500,0.073
2013-03-31,Toyota,Electric_Vehicles,Europe,4010,45828.64,0.0116,758.09,56.77,0.0286,0.025,7500,0.073
2013-03-31,Toyota,Electric_Vehicles,Asia_Pacific,5380,45557.49,0.0089,666.93,55.68,0.038,0.025,7500,0.073
2013-03-31,Toyota,Electric_Vehicles,China,6563,46863.64,0.0126,679.38,48.8,0.0387,0.025,7500,0.073
2013-03-31,Volkswagen,Passenger_Cars,North_America,31804,30229.45,0.012,737.56,63.04,0.0391,0.025,7500,0.073
2013-03-31,Volkswagen,Passenger_Cars,Europe,35527,30552.82,0.0147,728.12,67.03,0.0356,0.025,7500,0.073
2013-03-31,Volkswagen,Passenger_Cars,Asia_Pacific,47869,30246.4,0.008,677.88,44.94,0.0287,0.025,7500,0.073
2013-03-31,Volkswagen,Passenger_Cars,China,46038,31552.78,0.0142,711.66,52.73,0.0389,0.025,7500,0.073
2013-03-31,Volkswagen,Commercial_Vehicles,North_America,9156,54674.35,0.0196,719.94,61.97,0.0321,0.025,7500,0.073
2013-03-31,Volkswagen,Commercial_Vehicles,Europe,9821,55051.01,0.0114,691.1,72.04,0.04,0.025,7500,0.073
2013-03-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,13262,52316.04,0.015,763.45,74.12,0.0336,0.025,7500,0.073
2013-03-31,Volkswagen,Commercial_Vehicles,China,15282,56086.2,0.0114,668.83,47.94,0.0397,0.025,7500,0.073
2013-03-31,Volkswagen,Electric_Vehicles,North_America,3821,49635.57,0.017,697.58,66.29,0.0366,0.025,7500,0.073
2013-03-31,Volkswagen,Electric_Vehicles,Europe,4635,47029.67,0.007,706.54,47.98,0.0266,0.025,7500,0.073
2013-03-31,Volkswagen,Electric_Vehicles,Asia_Pacific,5158,49837.59,0.0092,725.57,53.07,0.0329,0.025,7500,0.073
2013-03-31,Volkswagen,Electric_Vehicles,China,5766,49814.87,0.0087,661.15,62.89,0.0297,0.025,7500,0.073
2013-03-31,Ford,Passenger_Cars,North_America,28805,26946.63,0.0229,683.06,72.41,0.0402,0.025,7500,0.073
2013-03-31,Ford,Passenger_Cars,Europe,33965,27146.54,0.0147,754.14,56.92,0.0425,0.025,7500,0.073
2013-03-31,Ford,Passenger_Cars,Asia_Pacific,34021,26862.5,0.0098,723.12,66.9,0.0415,0.025,7500,0.073
2013-03-31,Ford,Passenger_Cars,China,41230,25909.77,0.01,703.69,55.19,0.0374,0.025,7500,0.073
2013-03-31,Ford,Commercial_Vehicles,North_America,7091,46537.62,0.0127,700.86,80.3,0.0362,0.025,7500,0.073
2013-03-31,Ford,Commercial_Vehicles,Europe,8852,46110.87,0.016,730.03,62.79,0.0322,0.025,7500,0.073
2013-03-31,Ford,Commercial_Vehicles,Asia_Pacific,9084,46356.97,0.0144,689.09,52.38,0.0351,0.025,7500,0.073
2013-03-31,Ford,Commercial_Vehicles,China,11942,48507.43,0.0175,705.62,72.46,0.0421,0.025,7500,0.073
2013-03-31,Ford,Electric_Vehicles,North_America,2850,39191.64,0.0172,709.48,53.92,0.0426,0.025,7500,0.073
2013-03-31,Ford,Electric_Vehicles,Europe,3249,43706.17,0.0154,723.94,78.24,0.0329,0.025,7500,0.073
2013-03-31,Ford,Electric_Vehicles,Asia_Pacific,3425,42779.03,0.0107,727.19,79.77,0.0421,0.025,7500,0.073
2013-03-31,Ford,Electric_Vehicles,China,4519,42534.58,0.0127,776.53,53.27,0.0353,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Passenger_Cars,North_America,21414,24552.89,0.0216,690.4,68.16,0.0379,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Passenger_Cars,Europe,25456,22892.95,0.0144,686.69,53.41,0.0386,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,28196,24152.67,0.0055,710.62,65.35,0.0353,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Passenger_Cars,China,32351,22909.57,0.014,754.02,66.11,0.0281,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Commercial_Vehicles,North_America,6532,42211.94,0.017,671.68,76.41,0.0341,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Commercial_Vehicles,Europe,8441,42285.45,0.0105,684.8,61.95,0.0335,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,10559,44386.79,0.0154,727.12,51.62,0.0415,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Commercial_Vehicles,China,10535,41834.96,0.0189,750.63,58.04,0.0392,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Electric_Vehicles,North_America,2531,40178.38,0.0157,734.08,49.8,0.0324,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Electric_Vehicles,Europe,3349,37408.72,0.015,706.94,59.24,0.0335,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,3446,37749.97,0.0114,705.47,59.57,0.0392,0.025,7500,0.073
2013-03-31,Hyundai-Kia,Electric_Vehicles,China,3840,36605.01,0.0081,699.83,59.33,0.0318,0.025,7500,0.073
2013-03-31,Stellantis,Passenger_Cars,North_America,18283,24739.11,0.0116,698.3,84.41,0.0387,0.025,7500,0.073
2013-03-31,Stellantis,Passenger_Cars,Europe,22879,27234.21,0.0232,713.27,51.74,0.0382,0.025,7500,0.073
2013-03-31,Stellantis,Passenger_Cars,Asia_Pacific,32104,26579.64,0.0151,705.72,71.51,0.0416,0.025,7500,0.073
2013-03-31,Stellantis,Passenger_Cars,China,32396,27728.69,0.0088,776.72,42.99,0.0406,0.025,7500,0.073
2013-03-31,Stellantis,Commercial_Vehicles,North_America,6622,51044.5,0.0156,705.44,50.37,0.0349,0.025,7500,0.073
2013-03-31,Stellantis,Commercial_Vehicles,Europe,7330,52100.28,0.0074,722.69,57.61,0.0384,0.025,7500,0.073
2013-03-31,Stellantis,Commercial_Vehicles,Asia_Pacific,9134,49834.38,0.0177,686.5,58.77,0.0355,0.025,7500,0.073
2013-03-31,Stellantis,Commercial_Vehicles,China,10177,48529.58,0.0023,713.04,58.71,0.0276,0.025,7500,0.073
2013-03-31,Stellantis,Electric_Vehicles,North_America,2817,45413.47,0.013,750.69,55.32,0.0325,0.025,7500,0.073
2013-03-31,Stellantis,Electric_Vehicles,Europe,2921,43794.88,0.0141,716.62,43.35,0.0315,0.025,7500,0.073
2013-03-31,Stellantis,Electric_Vehicles,Asia_Pacific,3267,46598.75,0.0075,692.71,44.27,0.0355,0.025,7500,0.073
2013-03-31,Stellantis,Electric_Vehicles,China,3380,44195.56,0.0172,639.91,62.51,0.034,0.025,7500,0.073
2013-03-31,GM,Passenger_Cars,North_America,29869,26319.52,0.0094,716.66,46.27,0.0456,0.025,7500,0.073
2013-03-31,GM,Passenger_Cars,Europe,34648,27350.03,0.0119,690.09,75.22,0.0308,0.025,7500,0.073
2013-03-31,GM,Passenger_Cars,Asia_Pacific,40316,27021.31,0.0138,749.02,49.78,0.0393,0.025,7500,0.073
2013-03-31,GM,Passenger_Cars,China,38038,25841.28,0.0056,690.57,62.49,0.0361,0.025,7500,0.073
2013-03-31,GM,Commercial_Vehicles,North_America,8931,45930.62,0.0093,660.27,70.53,0.0369,0.025,7500,0.073
2013-03-31,GM,Commercial_Vehicles,Europe,9758,45886.11,0.0234,722.09,48.95,0.0361,0.025,7500,0.073
2013-03-31,GM,Commercial_Vehicles,Asia_Pacific,10447,47141.62,0.0213,704.8,60.04,0.0339,0.025,7500,0.073
2013-03-31,GM,Commercial_Vehicles,China,12581,47997.1,0.0152,716.52,52.52,0.0308,0.025,7500,0.073
2013-03-31,GM,Electric_Vehicles,North_America,3278,43986.56,0.0096,682.34,63.72,0.0486,0.025,7500,0.073
2013-03-31,GM,Electric_Vehicles,Europe,3074,41332.08,0.0069,695.29,72.18,0.0426,0.025,7500,0.073
2013-03-31,GM,Electric_Vehicles,Asia_Pacific,3848,41854.85,0.0062,648.56,66.27,0.0412,0.025,7500,0.073
2013-03-31,GM,Electric_Vehicles,China,4912,41142.97,0.0091,718.67,46.38,0.0457,0.025,7500,0.073
2013-04-30,Toyota,Passenger_Cars,North_America,31550,29575.6,0.0136,667.6,47.08,0.0351,0.025,7500,0.073
2013-04-30,Toyota,Passenger_Cars,Europe,45379,30143.93,0.0138,750.84,56.89,0.0278,0.025,7500,0.073
2013-04-30,Toyota,Passenger_Cars,Asia_Pacific,47885,27673.76,0.0132,705.45,44.0,0.0338,0.025,7500,0.073
2013-04-30,Toyota,Passenger_Cars,China,52623,30917.8,0.011,744.36,39.6,0.0304,0.025,7500,0.073
2013-04-30,Toyota,Commercial_Vehicles,North_America,9417,54326.45,0.0156,764.41,66.75,0.026,0.025,7500,0.073
2013-04-30,Toyota,Commercial_Vehicles,Europe,10998,51698.82,0.0121,718.34,51.33,0.0313,0.025,7500,0.073
2013-04-30,Toyota,Commercial_Vehicles,Asia_Pacific,16544,54067.1,0.0138,706.81,64.36,0.0324,0.025,7500,0.073
2013-04-30,Toyota,Commercial_Vehicles,China,17141,55523.21,0.0161,702.38,64.94,0.0258,0.025,7500,0.073
2013-04-30,Toyota,Electric_Vehicles,North_America,3771,47415.64,0.0182,706.15,50.17,0.0387,0.025,7500,0.073
2013-04-30,Toyota,Electric_Vehicles,Europe,4386,45662.03,0.0075,738.74,49.64,0.0347,0.025,7500,0.073
2013-04-30,Toyota,Electric_Vehicles,Asia_Pacific,5951,47096.2,0.0157,791.76,60.24,0.0316,0.025,7500,0.073
2013-04-30,Toyota,Electric_Vehicles,China,6960,44354.9,0.0194,757.49,50.73,0.0382,0.025,7500,0.073
2013-04-30,Volkswagen,Passenger_Cars,North_America,32981,30058.4,0.0103,748.14,54.61,0.0374,0.025,7500,0.073
2013-04-30,Volkswagen,Passenger_Cars,Europe,37987,31196.29,0.004,723.18,66.38,0.0379,0.025,7500,0.073
2013-04-30,Volkswagen,Passenger_Cars,Asia_Pacific,42941,29717.99,0.0147,744.94,41.34,0.0293,0.025,7500,0.073
2013-04-30,Volkswagen,Passenger_Cars,China,42702,30417.17,0.0155,725.25,60.23,0.023,0.025,7500,0.073
2013-04-30,Volkswagen,Commercial_Vehicles,North_America,9382,57331.06,0.029,710.61,30.0,0.0269,0.025,7500,0.073
2013-04-30,Volkswagen,Commercial_Vehicles,Europe,13040,54427.15,0.02,707.73,52.13,0.0289,0.025,7500,0.073
2013-04-30,Volkswagen,Commercial_Vehicles,Asia_Pacific,13423,58072.47,0.0149,775.78,52.9,0.0271,0.025,7500,0.073
2013-04-30,Volkswagen,Commercial_Vehicles,China,13630,56646.22,0.0201,695.05,55.31,0.0356,0.025,7500,0.073
2013-04-30,Volkswagen,Electric_Vehicles,North_America,3875,51127.53,0.0179,740.24,64.14,0.0366,0.025,7500,0.073
2013-04-30,Volkswagen,Electric_Vehicles,Europe,4960,49545.7,0.018,703.01,66.96,0.0371,0.025,7500,0.073
2013-04-30,Volkswagen,Electric_Vehicles,Asia_Pacific,5122,49492.01,0.01,700.15,58.16,0.0346,0.025,7500,0.073
2013-04-30,Volkswagen,Electric_Vehicles,China,6089,50429.29,0.0148,680.16,54.13,0.0434,0.025,7500,0.073
2013-04-30,Ford,Passenger_Cars,North_America,24976,26401.91,0.0193,701.84,30.2,0.0303,0.025,7500,0.073
2013-04-30,Ford,Passenger_Cars,Europe,29313,26144.92,0.0146,727.61,45.21,0.0321,0.025,7500,0.073
2013-04-30,Ford,Passenger_Cars,Asia_Pacific,35704,26323.04,0.0112,677.49,55.91,0.038,0.025,7500,0.073
2013-04-30,Ford,Passenger_Cars,China,40451,27291.15,0.0141,764.92,46.22,0.0304,0.025,7500,0.073
2013-04-30,Ford,Commercial_Vehicles,North_America,7053,50178.04,0.0152,729.91,70.65,0.0334,0.025,7500,0.073
2013-04-30,Ford,Commercial_Vehicles,Europe,7979,47884.63,0.0262,715.82,50.97,0.0242,0.025,7500,0.073
2013-04-30,Ford,Commercial_Vehicles,Asia_Pacific,9420,46757.99,0.012,702.41,47.21,0.0329,0.025,7500,0.073
2013-04-30,Ford,Commercial_Vehicles,China,10799,48272.11,0.0108,690.72,57.35,0.0367,0.025,7500,0.073
2013-04-30,Ford,Electric_Vehicles,North_America,3081,45744.32,0.0141,723.73,70.85,0.0301,0.025,7500,0.073
2013-04-30,Ford,Electric_Vehicles,Europe,3957,40760.8,0.0114,702.45,33.2,0.0322,0.025,7500,0.073
2013-04-30,Ford,Electric_Vehicles,Asia_Pacific,4082,43626.43,0.0106,756.02,56.68,0.0335,0.025,7500,0.073
2013-04-30,Ford,Electric_Vehicles,China,4279,42753.79,0.017,736.1,60.27,0.0285,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Passenger_Cars,North_America,20778,23779.5,0.0221,688.52,69.85,0.0278,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Passenger_Cars,Europe,27059,23693.33,0.0124,631.24,55.59,0.031,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Passenger_Cars,Asia_Pacific,33589,24635.43,0.016,739.64,57.31,0.0345,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Passenger_Cars,China,36572,24740.11,0.0091,737.03,66.95,0.0274,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Commercial_Vehicles,North_America,6966,42955.12,0.0076,720.7,55.94,0.039,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Commercial_Vehicles,Europe,7962,41938.42,0.0166,760.6,59.91,0.0311,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,7608,44168.76,0.0111,724.55,85.07,0.0307,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Commercial_Vehicles,China,12051,40503.34,0.0203,718.29,59.04,0.0347,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Electric_Vehicles,North_America,2815,39156.97,0.0168,678.5,54.01,0.0248,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Electric_Vehicles,Europe,3204,38588.79,0.0118,720.97,54.28,0.0367,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,3667,37754.55,0.0132,743.34,70.72,0.038,0.025,7500,0.073
2013-04-30,Hyundai-Kia,Electric_Vehicles,China,3747,37820.76,0.0195,684.61,68.29,0.0343,0.025,7500,0.073
2013-04-30,Stellantis,Passenger_Cars,North_America,20593,28715.65,0.0164,704.34,57.47,0.0349,0.025,7500,0.073
2013-04-30,Stellantis,Passenger_Cars,Europe,23980,27286.01,0.0161,747.14,53.02,0.037,0.025,7500,0.073
2013-04-30,Stellantis,Passenger_Cars,Asia_Pacific,31829,29348.74,0.0155,719.74,57.87,0.0308,0.025,7500,0.073
2013-04-30,Stellantis,Passenger_Cars,China,38403,28368.21,0.0147,736.49,48.28,0.042,0.025,7500,0.073
2013-04-30,Stellantis,Commercial_Vehicles,North_America,6625,46687.05,0.0062,703.5,73.87,0.0287,0.025,7500,0.073
2013-04-30,Stellantis,Commercial_Vehicles,Europe,8006,48347.98,0.0107,786.47,52.56,0.0379,0.025,7500,0.073
2013-04-30,Stellantis,Commercial_Vehicles,Asia_Pacific,8756,51787.64,0.0182,755.27,57.28,0.0357,0.025,7500,0.073
2013-04-30,Stellantis,Commercial_Vehicles,China,11243,50265.54,0.0101,697.9,52.72,0.0269,0.025,7500,0.073
2013-04-30,Stellantis,Electric_Vehicles,North_America,2623,42962.79,0.0165,761.19,42.15,0.0281,0.025,7500,0.073
2013-04-30,Stellantis,Electric_Vehicles,Europe,2852,44153.92,0.0098,741.46,45.1,0.0387,0.025,7500,0.073
2013-04-30,Stellantis,Electric_Vehicles,Asia_Pacific,3666,45419.66,0.004,681.07,62.93,0.0352,0.025,7500,0.073
2013-04-30,Stellantis,Electric_Vehicles,China,4118,45433.41,0.0081,680.4,52.86,0.0354,0.025,7500,0.073
2013-04-30,GM,Passenger_Cars,North_America,26727,27084.5,0.0108,681.54,52.46,0.0337,0.025,7500,0.073
2013-04-30,GM,Passenger_Cars,Europe,31895,26356.51,0.0161,697.48,58.08,0.0312,0.025,7500,0.073
2013-04-30,GM,Passenger_Cars,Asia_Pacific,32810,26361.21,0.0229,695.9,53.94,0.0393,0.025,7500,0.073
2013-04-30,GM,Passenger_Cars,China,41325,27094.92,0.0119,750.79,66.71,0.031,0.025,7500,0.073
2013-04-30,GM,Commercial_Vehicles,North_America,6793,48065.48,0.0092,713.85,43.39,0.0489,0.025,7500,0.073
2013-04-30,GM,Commercial_Vehicles,Europe,8893,50078.75,0.0113,761.31,46.66,0.0372,0.025,7500,0.073
2013-04-30,GM,Commercial_Vehicles,Asia_Pacific,11833,47409.75,0.0103,669.89,57.59,0.0342,0.025,7500,0.073
2013-04-30,GM,Commercial_Vehicles,China,12571,44432.57,0.014,691.63,51.8,0.0377,0.025,7500,0.073
2013-04-30,GM,Electric_Vehicles,North_America,3168,44154.43,0.0066,776.95,67.91,0.0276,0.025,7500,0.073
2013-04-30,GM,Electric_Vehicles,Europe,4447,39940.4,0.0127,740.98,61.01,0.0303,0.025,7500,0.073
2013-04-30,GM,Electric_Vehicles,Asia_Pacific,3451,42408.69,0.0165,669.05,60.66,0.0294,0.025,7500,0.073
2013-04-30,GM,Electric_Vehicles,China,4810,41429.84,0.012,714.5,69.98,0.0282,0.025,7500,0.073
2013-05-31,Toyota,Passenger_Cars,North_America,33485,28790.06,0.0034,684.37,45.88,0.0324,0.025,7500,0.073
2013-05-31,Toyota,Passenger_Cars,Europe,43583,27416.67,0.0069,739.51,45.46,0.0351,0.025,7500,0.073
2013-05-31,Toyota,Passenger_Cars,Asia_Pacific,53256,28690.18,0.0057,704.61,46.17,0.0323,0.025,7500,0.073
2013-05-31,Toyota,Passenger_Cars,China,48559,29830.14,0.0073,734.66,39.53,0.035,0.025,7500,0.073
2013-05-31,Toyota,Commercial_Vehicles,North_America,9749,53640.39,0.0043,701.58,52.71,0.0411,0.025,7500,0.073
2013-05-31,Toyota,Commercial_Vehicles,Europe,13224,53500.99,0.0124,733.87,53.36,0.0304,0.025,7500,0.073
2013-05-31,Toyota,Commercial_Vehicles,Asia_Pacific,14610,50941.7,0.0126,715.04,67.0,0.0285,0.025,7500,0.073
2013-05-31,Toyota,Commercial_Vehicles,China,14553,54514.83,0.0194,706.52,65.41,0.0364,0.025,7500,0.073
2013-05-31,Toyota,Electric_Vehicles,North_America,4015,46630.98,0.0088,681.42,51.16,0.0241,0.025,7500,0.073
2013-05-31,Toyota,Electric_Vehicles,Europe,5127,49098.63,-0.0013,795.0,53.46,0.0494,0.025,7500,0.073
2013-05-31,Toyota,Electric_Vehicles,Asia_Pacific,5727,48402.98,0.0191,727.35,59.22,0.0345,0.025,7500,0.073
2013-05-31,Toyota,Electric_Vehicles,China,6699,45989.45,0.011,730.29,44.44,0.0376,0.025,7500,0.073
2013-05-31,Volkswagen,Passenger_Cars,North_America,32805,31193.42,0.0101,701.78,54.09,0.0323,0.025,7500,0.073
2013-05-31,Volkswagen,Passenger_Cars,Europe,37614,29369.13,0.0131,769.09,37.7,0.03,0.025,7500,0.073
2013-05-31,Volkswagen,Passenger_Cars,Asia_Pacific,47930,29513.16,0.0067,745.16,54.99,0.0311,0.025,7500,0.073
2013-05-31,Volkswagen,Passenger_Cars,China,46936,30113.86,0.0072,767.6,55.63,0.0394,0.025,7500,0.073
2013-05-31,Volkswagen,Commercial_Vehicles,North_America,7914,55261.9,0.0115,695.45,65.77,0.037,0.025,7500,0.073
2013-05-31,Volkswagen,Commercial_Vehicles,Europe,12304,52819.18,0.0167,736.79,56.51,0.0426,0.025,7500,0.073
2013-05-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,12866,58254.51,0.0211,705.47,50.91,0.0264,0.025,7500,0.073
